# x[m] y[m]
39.8805 118.6311
39.9100 118.7172
39.9394 118.8033
39.9689 118.8893
39.9984 118.9754
40.0278 119.0614
40.0573 119.1475
40.0867 119.2335
40.1162 119.3195
40.1457 119.4055
40.1751 119.4915
40.2046 119.5775
40.2340 119.6635
40.2635 119.7495
40.2929 119.8355
40.3224 119.9215
40.3518 120.0075
40.3813 120.0934
40.4107 120.1794
40.4402 120.2653
40.4696 120.3513
40.4991 120.4372
40.5285 120.5232
40.5579 120.6091
40.5874 120.6950
40.6168 120.7809
40.6463 120.8668
40.6757 120.9527
40.7051 121.0386
40.7346 121.1245
40.7640 121.2104
40.7934 121.2963
40.8228 121.3822
40.8523 121.4680
40.8817 121.5539
40.9111 121.6397
40.9405 121.7256
40.9700 121.8114
40.9994 121.8972
41.0288 121.9831
41.0582 122.0689
41.0876 122.1547
41.1171 122.2405
41.1465 122.3263
41.1759 122.4121
41.2053 122.4979
41.2347 122.5837
41.2641 122.6694
41.2935 122.7552
41.3229 122.8410
41.3523 122.9267
41.3817 123.0125
41.4111 123.0982
41.4405 123.1840
41.4699 123.2697
41.4993 123.3554
41.5287 123.4411
41.5581 123.5269
41.5875 123.6126
41.6169 123.6983
41.6463 123.7840
41.6757 123.8696
41.7051 123.9553
41.7345 124.0410
41.7638 124.1267
41.7932 124.2123
41.8226 124.2980
41.8520 124.3836
41.8814 124.4693
41.9107 124.5549
41.9401 124.6405
41.9695 124.7262
41.9989 124.8118
42.0282 124.8974
42.0576 124.9830
42.0870 125.0686
42.1164 125.1542
42.1457 125.2398
42.1751 125.3253
42.2045 125.4109
42.2338 125.4965
